id; time; WIN<BUY_ASK,qty=50>; WIN<SELL_BID,qty=50>; IND<BUY_ASK,qty=10>; IND<SELL_BID,qty=10>; WDO<BUY_ASK,qty=25>; WDO<SELL_BID,qty=25>; DOL<BUY_ASK,qty=5>; DOL<SELL_BID,qty=5>;
0; 2016-04-29 09:00:00.490 BRT; 0.000000; 0.000000; 55500.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-04-29 09:00:01.282 BRT; 0.000000; 0.000000; 55500.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
2; 2016-04-29 09:00:02.773 BRT; 0.000000; 0.000000; 55500.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
3; 2016-04-29 09:00:03.801 BRT; 0.000000; 0.000000; 55495.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
4; 2016-04-29 09:00:05.230 BRT; 0.000000; 0.000000; 55495.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
5; 2016-04-29 09:00:06.813 BRT; 0.000000; 0.000000; 55495.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
6; 2016-04-29 09:00:07.882 BRT; 0.000000; 0.000000; 55495.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
7; 2016-04-29 09:00:09.653 BRT; 0.000000; 0.000000; 55495.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
8; 2016-04-29 09:00:10.893 BRT; 0.000000; 0.000000; 55490.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
9; 2016-04-29 09:00:12.203 BRT; 0.000000; 0.000000; 55490.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
10; 2016-04-29 09:00:13.319 BRT; 0.000000; 0.000000; 55490.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
11; 2016-04-29 09:00:14.809 BRT; 0.000000; 0.000000; 55490.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
12; 2016-04-29 09:00:16.980 BRT; 0.000000; 0.000000; 55490.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
13; 2016-04-29 09:00:17.229 BRT; 0.000000; 0.000000; 55485.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
14; 2016-04-29 09:00:18.531 BRT; 0.000000; 0.000000; 55485.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
15; 2016-04-29 09:00:19.587 BRT; 0.000000; 0.000000; 55485.000000; 55310.000000; 0.000000; 0.000000; 0.000000; 0.000000;
