HIT-Jaccard=1.000000;00001.jpg.ppm;best_x=56;best_y=160;my_leftcol=48;my_toprow=46;my_rightcol=64;my_bottomrow=111;my_scale_factor=0.799103, my_confidence=1.000000, used_for_training=1
HIT-Jaccard=0.970149;00002.jpg.ppm;best_x=52;best_y=166;my_leftcol=44;my_toprow=40;my_rightcol=60;my_bottomrow=105;my_scale_factor=0.799103, my_confidence=188.703278, used_for_training=-1
HIT-Jaccard=0.656410;00003.jpg.ppm;best_x=37;best_y=170;my_leftcol=29;my_toprow=36;my_rightcol=45;my_bottomrow=101;my_scale_factor=0.799103, my_confidence=76.224060, used_for_training=-1
HIT-Jaccard=0.623116;00004.jpg.ppm;best_x=36;best_y=165;my_leftcol=28;my_toprow=41;my_rightcol=44;my_bottomrow=106;my_scale_factor=0.799103, my_confidence=55.971111, used_for_training=-1
HIT-Jaccard=0.587280;00005.jpg.ppm;best_x=40;best_y=170;my_leftcol=32;my_toprow=36;my_rightcol=48;my_bottomrow=101;my_scale_factor=0.799103, my_confidence=34.959530, used_for_training=-1
HIT-Jaccard=0.753363;00006.jpg.ppm;best_x=37;best_y=168;my_leftcol=29;my_toprow=38;my_rightcol=45;my_bottomrow=103;my_scale_factor=0.799103, my_confidence=64.039139, used_for_training=-1
HIT-Jaccard=0.683297;00007.jpg.ppm;best_x=38;best_y=167;my_leftcol=30;my_toprow=39;my_rightcol=46;my_bottomrow=104;my_scale_factor=0.799103, my_confidence=109.684296, used_for_training=-1
HIT-Jaccard=0.609959;00008.jpg.ppm;best_x=42;best_y=165;my_leftcol=34;my_toprow=41;my_rightcol=50;my_bottomrow=106;my_scale_factor=0.799103, my_confidence=93.963875, used_for_training=-1
HIT-Jaccard=0.913043;00009.jpg.ppm;best_x=46;best_y=167;my_leftcol=38;my_toprow=39;my_rightcol=54;my_bottomrow=104;my_scale_factor=0.799103, my_confidence=90.527557, used_for_training=-1
HIT-Jaccard=0.717039;00010.jpg.ppm;best_x=45;best_y=172;my_leftcol=37;my_toprow=34;my_rightcol=53;my_bottomrow=99;my_scale_factor=0.799103, my_confidence=71.547089, used_for_training=-1
HIT-Jaccard=0.757695;00011.jpg.ppm;best_x=49;best_y=176;my_leftcol=41;my_toprow=30;my_rightcol=57;my_bottomrow=95;my_scale_factor=0.799103, my_confidence=76.350624, used_for_training=-1
HIT-Jaccard=0.417548;00012.jpg.ppm;best_x=57;best_y=175;my_leftcol=49;my_toprow=31;my_rightcol=65;my_bottomrow=96;my_scale_factor=0.799103, my_confidence=47.710842, used_for_training=-1
HIT-Jaccard=0.861111;00013.jpg.ppm;best_x=67;best_y=170;my_leftcol=59;my_toprow=36;my_rightcol=75;my_bottomrow=101;my_scale_factor=0.799103, my_confidence=107.241615, used_for_training=-1
HIT-Jaccard=0.783217;00014.jpg.ppm;best_x=70;best_y=174;my_leftcol=62;my_toprow=32;my_rightcol=78;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=94.058884, used_for_training=-1
HIT-Jaccard=0.708927;00015.jpg.ppm;best_x=70;best_y=175;my_leftcol=62;my_toprow=31;my_rightcol=78;my_bottomrow=96;my_scale_factor=0.799103, my_confidence=89.984154, used_for_training=-1
HIT-Jaccard=0.873239;00016.jpg.ppm;best_x=93;best_y=175;my_leftcol=85;my_toprow=31;my_rightcol=101;my_bottomrow=96;my_scale_factor=0.799103, my_confidence=90.902695, used_for_training=-1
HIT-Jaccard=0.759533;00017.jpg.ppm;best_x=106;best_y=174;my_leftcol=98;my_toprow=32;my_rightcol=114;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=130.926208, used_for_training=1
HIT-Jaccard=0.900000;00018.jpg.ppm;best_x=97;best_y=179;my_leftcol=89;my_toprow=27;my_rightcol=105;my_bottomrow=92;my_scale_factor=0.799103, my_confidence=108.805313, used_for_training=-1
HIT-Jaccard=0.900000;00019.jpg.ppm;best_x=88;best_y=180;my_leftcol=80;my_toprow=26;my_rightcol=96;my_bottomrow=91;my_scale_factor=0.799103, my_confidence=53.792648, used_for_training=-1
HIT-Jaccard=0.561343;00020.jpg.ppm;best_x=97;best_y=182;my_leftcol=89;my_toprow=24;my_rightcol=105;my_bottomrow=89;my_scale_factor=0.799103, my_confidence=62.749710, used_for_training=-1
HIT-Jaccard=0.723032;00021.jpg.ppm;best_x=92;best_y=183;my_leftcol=84;my_toprow=23;my_rightcol=100;my_bottomrow=88;my_scale_factor=0.799103, my_confidence=71.149879, used_for_training=-1
HIT-Jaccard=0.743363;00022.jpg.ppm;best_x=87;best_y=180;my_leftcol=79;my_toprow=26;my_rightcol=95;my_bottomrow=91;my_scale_factor=0.799103, my_confidence=61.250813, used_for_training=-1
HIT-Jaccard=0.828306;00023.jpg.ppm;best_x=90;best_y=174;my_leftcol=82;my_toprow=32;my_rightcol=98;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=67.476852, used_for_training=-1
HIT-Jaccard=0.793701;00024.jpg.ppm;best_x=96;best_y=168;my_leftcol=88;my_toprow=38;my_rightcol=104;my_bottomrow=103;my_scale_factor=0.799103, my_confidence=67.530823, used_for_training=-1
HIT-Jaccard=0.828306;00025.jpg.ppm;best_x=82;best_y=164;my_leftcol=74;my_toprow=42;my_rightcol=90;my_bottomrow=107;my_scale_factor=0.799103, my_confidence=78.237473, used_for_training=-1
HIT-Jaccard=0.657620;00026.jpg.ppm;best_x=82;best_y=167;my_leftcol=74;my_toprow=39;my_rightcol=90;my_bottomrow=104;my_scale_factor=0.799103, my_confidence=67.436478, used_for_training=-1
HIT-Jaccard=0.853282;00027.jpg.ppm;best_x=86;best_y=177;my_leftcol=78;my_toprow=29;my_rightcol=94;my_bottomrow=94;my_scale_factor=0.799103, my_confidence=52.404705, used_for_training=-1
HIT-Jaccard=0.744186;00028.jpg.ppm;best_x=86;best_y=185;my_leftcol=78;my_toprow=21;my_rightcol=94;my_bottomrow=86;my_scale_factor=0.799103, my_confidence=49.815041, used_for_training=-1
HIT-Jaccard=0.831727;00029.jpg.ppm;best_x=78;best_y=191;my_leftcol=70;my_toprow=15;my_rightcol=86;my_bottomrow=80;my_scale_factor=0.799103, my_confidence=69.718147, used_for_training=-1
HIT-Jaccard=0.877934;00030.jpg.ppm;best_x=68;best_y=192;my_leftcol=60;my_toprow=14;my_rightcol=76;my_bottomrow=79;my_scale_factor=0.799103, my_confidence=86.225143, used_for_training=1
HIT-Jaccard=0.831727;00031.jpg.ppm;best_x=71;best_y=188;my_leftcol=63;my_toprow=18;my_rightcol=79;my_bottomrow=83;my_scale_factor=0.799103, my_confidence=221.682602, used_for_training=-1
HIT-Jaccard=0.820175;00032.jpg.ppm;best_x=83;best_y=183;my_leftcol=75;my_toprow=23;my_rightcol=91;my_bottomrow=88;my_scale_factor=0.799103, my_confidence=207.222580, used_for_training=-1
HIT-Jaccard=0.775330;00033.jpg.ppm;best_x=91;best_y=180;my_leftcol=83;my_toprow=26;my_rightcol=99;my_bottomrow=91;my_scale_factor=0.799103, my_confidence=173.811340, used_for_training=-1
HIT-Jaccard=0.746290;00034.jpg.ppm;best_x=98;best_y=179;my_leftcol=90;my_toprow=27;my_rightcol=106;my_bottomrow=92;my_scale_factor=0.799103, my_confidence=85.043900, used_for_training=-1
HIT-Jaccard=0.746290;00035.jpg.ppm;best_x=114;best_y=183;my_leftcol=106;my_toprow=23;my_rightcol=122;my_bottomrow=88;my_scale_factor=0.799103, my_confidence=83.914253, used_for_training=-1
HIT-Jaccard=0.736402;00036.jpg.ppm;best_x=126;best_y=178;my_leftcol=118;my_toprow=28;my_rightcol=134;my_bottomrow=93;my_scale_factor=0.799103, my_confidence=70.763199, used_for_training=-1
HIT-Jaccard=0.693277;00037.jpg.ppm;best_x=121;best_y=181;my_leftcol=113;my_toprow=25;my_rightcol=129;my_bottomrow=90;my_scale_factor=0.799103, my_confidence=82.934669, used_for_training=-1
HIT-Jaccard=0.754717;00038.jpg.ppm;best_x=119;best_y=184;my_leftcol=111;my_toprow=22;my_rightcol=127;my_bottomrow=87;my_scale_factor=0.799103, my_confidence=77.782761, used_for_training=-1
HIT-Jaccard=0.841584;00039.jpg.ppm;best_x=138;best_y=179;my_leftcol=130;my_toprow=27;my_rightcol=146;my_bottomrow=92;my_scale_factor=0.799103, my_confidence=134.022202, used_for_training=-1
HIT-Jaccard=0.841584;00040.jpg.ppm;best_x=147;best_y=176;my_leftcol=139;my_toprow=30;my_rightcol=155;my_bottomrow=95;my_scale_factor=0.799103, my_confidence=68.995689, used_for_training=-1
HIT-Jaccard=0.736402;00041.jpg.ppm;best_x=156;best_y=173;my_leftcol=148;my_toprow=33;my_rightcol=164;my_bottomrow=98;my_scale_factor=0.799103, my_confidence=66.214424, used_for_training=-1
HIT-Jaccard=0.698499;00042.jpg.ppm;best_x=159;best_y=174;my_leftcol=151;my_toprow=32;my_rightcol=167;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=89.285461, used_for_training=-1
HIT-Jaccard=0.680851;00043.jpg.ppm;best_x=159;best_y=174;my_leftcol=151;my_toprow=32;my_rightcol=167;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=91.405655, used_for_training=1
HIT-Jaccard=0.745716;00044.jpg.ppm;best_x=156;best_y=178;my_leftcol=148;my_toprow=28;my_rightcol=164;my_bottomrow=93;my_scale_factor=0.799103, my_confidence=143.299500, used_for_training=-1
HIT-Jaccard=0.507993;00045.jpg.ppm;best_x=162;best_y=178;my_leftcol=154;my_toprow=28;my_rightcol=170;my_bottomrow=93;my_scale_factor=0.799103, my_confidence=74.845497, used_for_training=-1
HIT-Jaccard=0.798009;00046.jpg.ppm;best_x=160;best_y=174;my_leftcol=152;my_toprow=32;my_rightcol=168;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=103.321457, used_for_training=-1
HIT-Jaccard=0.717391;00047.jpg.ppm;best_x=132;best_y=169;my_leftcol=124;my_toprow=37;my_rightcol=140;my_bottomrow=102;my_scale_factor=0.799103, my_confidence=139.785873, used_for_training=-1
HIT-Jaccard=0.755556;00048.jpg.ppm;best_x=113;best_y=175;my_leftcol=105;my_toprow=31;my_rightcol=121;my_bottomrow=96;my_scale_factor=0.799103, my_confidence=75.708313, used_for_training=-1
HIT-Jaccard=0.766297;00049.jpg.ppm;best_x=109;best_y=176;my_leftcol=101;my_toprow=30;my_rightcol=117;my_bottomrow=95;my_scale_factor=0.799103, my_confidence=70.528877, used_for_training=-1
HIT-Jaccard=0.766297;00050.jpg.ppm;best_x=110;best_y=174;my_leftcol=102;my_toprow=32;my_rightcol=118;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=62.309513, used_for_training=-1
HIT-Jaccard=0.738158;00051.jpg.ppm;best_x=114;best_y=182;my_leftcol=106;my_toprow=24;my_rightcol=122;my_bottomrow=89;my_scale_factor=0.799103, my_confidence=42.004452, used_for_training=-1
HIT-Jaccard=0.710127;00052.jpg.ppm;best_x=115;best_y=190;my_leftcol=107;my_toprow=16;my_rightcol=123;my_bottomrow=81;my_scale_factor=0.799103, my_confidence=58.605030, used_for_training=-1
HIT-Jaccard=0.684982;00053.jpg.ppm;best_x=115;best_y=190;my_leftcol=107;my_toprow=16;my_rightcol=123;my_bottomrow=81;my_scale_factor=0.799103, my_confidence=61.529781, used_for_training=-1
HIT-Jaccard=0.701250;00054.jpg.ppm;best_x=124;best_y=184;my_leftcol=116;my_toprow=22;my_rightcol=132;my_bottomrow=87;my_scale_factor=0.799103, my_confidence=95.738838, used_for_training=1
HIT-Jaccard=0.667857;00055.jpg.ppm;best_x=128;best_y=182;my_leftcol=120;my_toprow=24;my_rightcol=136;my_bottomrow=89;my_scale_factor=0.799103, my_confidence=221.416550, used_for_training=-1
HIT-Jaccard=0.676311;00056.jpg.ppm;best_x=128;best_y=174;my_leftcol=120;my_toprow=32;my_rightcol=136;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=126.746773, used_for_training=-1
HIT-Jaccard=0.667857;00057.jpg.ppm;best_x=117;best_y=174;my_leftcol=109;my_toprow=32;my_rightcol=125;my_bottomrow=97;my_scale_factor=0.799103, my_confidence=88.148727, used_for_training=-1
HIT-Jaccard=0.643718;00058.jpg.ppm;best_x=119;best_y=175;my_leftcol=111;my_toprow=31;my_rightcol=127;my_bottomrow=96;my_scale_factor=0.799103, my_confidence=120.784317, used_for_training=-1
HIT-Jaccard=0.593023;00059.jpg.ppm;best_x=110;best_y=180;my_leftcol=102;my_toprow=26;my_rightcol=118;my_bottomrow=91;my_scale_factor=0.799103, my_confidence=130.652603, used_for_training=-1
HIT-Jaccard=0.560720;00060.jpg.ppm;best_x=110;best_y=181;my_leftcol=102;my_toprow=25;my_rightcol=118;my_bottomrow=90;my_scale_factor=0.799103, my_confidence=78.502335, used_for_training=-1
HIT-Jaccard=0.579545;00061.jpg.ppm;best_x=136;best_y=184;my_leftcol=128;my_toprow=22;my_rightcol=144;my_bottomrow=87;my_scale_factor=0.799103, my_confidence=107.594681, used_for_training=-1
HIT-Jaccard=0.560720;00062.jpg.ppm;best_x=146;best_y=185;my_leftcol=138;my_toprow=21;my_rightcol=154;my_bottomrow=86;my_scale_factor=0.799103, my_confidence=107.439095, used_for_training=-1
HIT-Jaccard=0.519444;00063.jpg.ppm;best_x=136;best_y=182;my_leftcol=128;my_toprow=24;my_rightcol=144;my_bottomrow=89;my_scale_factor=0.799103, my_confidence=62.756824, used_for_training=-1
HIT-Jaccard=0.525281;00064.jpg.ppm;best_x=137;best_y=171;my_leftcol=129;my_toprow=35;my_rightcol=145;my_bottomrow=100;my_scale_factor=0.799103, my_confidence=82.695160, used_for_training=-1
HIT-Jaccard=0.531250;00065.jpg.ppm;best_x=136;best_y=170;my_leftcol=128;my_toprow=36;my_rightcol=144;my_bottomrow=101;my_scale_factor=0.799103, my_confidence=86.658493, used_for_training=1
HIT-Jaccard=0.531250;00066.jpg.ppm;best_x=137;best_y=168;my_leftcol=129;my_toprow=38;my_rightcol=145;my_bottomrow=103;my_scale_factor=0.799103, my_confidence=102.780602, used_for_training=-1
HIT-Jaccard=0.520408;00067.jpg.ppm;best_x=140;best_y=158;my_leftcol=132;my_toprow=48;my_rightcol=148;my_bottomrow=113;my_scale_factor=0.799103, my_confidence=75.813744, used_for_training=-1
HIT-Jaccard=0.513736;00068.jpg.ppm;best_x=150;best_y=147;my_leftcol=142;my_toprow=59;my_rightcol=158;my_bottomrow=124;my_scale_factor=0.799103, my_confidence=97.434853, used_for_training=-1
HIT-Jaccard=0.489742;00069.jpg.ppm;best_x=147;best_y=145;my_leftcol=139;my_toprow=61;my_rightcol=155;my_bottomrow=126;my_scale_factor=0.799103, my_confidence=65.665047, used_for_training=-1
HIT-Jaccard=0.483621;00070.jpg.ppm;best_x=129;best_y=142;my_leftcol=121;my_toprow=64;my_rightcol=137;my_bottomrow=129;my_scale_factor=0.799103, my_confidence=65.450638, used_for_training=-1
HIT-Jaccard=0.461728;00071.jpg.ppm;best_x=134;best_y=156;my_leftcol=126;my_toprow=50;my_rightcol=142;my_bottomrow=115;my_scale_factor=0.799103, my_confidence=63.321747, used_for_training=-1
HIT-Jaccard=0.456098;00072.jpg.ppm;best_x=128;best_y=158;my_leftcol=120;my_toprow=48;my_rightcol=136;my_bottomrow=113;my_scale_factor=0.799103, my_confidence=78.519348, used_for_training=-1
HIT-Jaccard=0.456098;00073.jpg.ppm;best_x=117;best_y=146;my_leftcol=109;my_toprow=60;my_rightcol=125;my_bottomrow=125;my_scale_factor=0.799103, my_confidence=34.296616, used_for_training=-1
HIT-Jaccard=0.471825;00074.jpg.ppm;best_x=107;best_y=165;my_leftcol=99;my_toprow=41;my_rightcol=115;my_bottomrow=106;my_scale_factor=0.799103, my_confidence=36.028271, used_for_training=-1
HIT-Jaccard=0.471825;00075.jpg.ppm;best_x=103;best_y=158;my_leftcol=95;my_toprow=48;my_rightcol=111;my_bottomrow=113;my_scale_factor=0.799103, my_confidence=83.294487, used_for_training=-1
HIT-Jaccard=0.461728;00076.jpg.ppm;best_x=115;best_y=138;my_leftcol=107;my_toprow=68;my_rightcol=123;my_bottomrow=133;my_scale_factor=0.799103, my_confidence=49.788624, used_for_training=-1
HIT-Jaccard=0.483621;00077.jpg.ppm;best_x=126;best_y=133;my_leftcol=118;my_toprow=73;my_rightcol=134;my_bottomrow=138;my_scale_factor=0.799103, my_confidence=53.262321, used_for_training=-1
HIT-Jaccard=0.431185;00078.jpg.ppm;best_x=136;best_y=119;my_leftcol=128;my_toprow=87;my_rightcol=144;my_bottomrow=152;my_scale_factor=0.799103, my_confidence=29.627626, used_for_training=-1
