id; time; WIN<qty=25>; IND<qty=5>; WDO<qty=6>; DOL<qty=5>;
0; 2016-03-01 10:00:09.651 BRT; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-03-01 10:01:13.798 BRT; 0.000160; -0.000184; -0.001600; -0.001292;
2; 2016-03-01 10:02:17.840 BRT; -0.002936; -0.002784; -0.002480; -0.002292;
3; 2016-03-01 10:03:21.955 BRT; -0.001416; -0.001384; 0.000760; 0.000708;
4; 2016-03-01 10:04:26.700 BRT; 0.001400; 0.001016; 0.003400; 0.002708;
5; 2016-03-01 10:05:30.880 BRT; -0.004728; -0.004984; -0.005200; -0.005292;
6; 2016-03-01 10:06:34.100 BRT; -0.002704; -0.002984; -0.001000; -0.001292;
7; 2016-03-01 10:07:38.110 BRT; 0.006096; 0.005816; -0.002200; -0.001292;
8; 2016-03-01 10:08:42.185 BRT; -0.003704; -0.003984; 0.002120; 0.003708;
9; 2016-03-01 10:09:46.221 BRT; -0.000896; -0.000784; 0.004800; 0.004708;
10; 2016-03-01 10:10:50.250 BRT; -0.003088; -0.003784; -0.001280; -0.001292;
11; 2016-03-01 10:11:54.263 BRT; -0.009928; -0.010184; 0.008840; 0.008708;
12; 2016-03-01 10:12:58.288 BRT; -0.002104; -0.002784; 0.006040; 0.005708;
13; 2016-03-01 10:14:02.323 BRT; 0.001240; 0.001016; -0.007480; -0.008292;
14; 2016-03-01 10:15:06.413 BRT; -0.001392; -0.001584; -0.004360; -0.004292;
15; 2016-03-01 10:16:10.542 BRT; -0.003536; -0.003784; -0.002320; -0.002292;
16; 2016-03-01 10:17:14.563 BRT; 0.002048; 0.001416; 0.002720; 0.003708;
17; 2016-03-01 10:18:18.563 BRT; 0.003288; 0.003016; -0.006920; -0.007292;
18; 2016-03-01 10:19:22.584 BRT; -0.003472; -0.003984; 0.012800; 0.012708;
19; 2016-03-01 10:20:26.614 BRT; 0.001792; 0.002016; 0.000640; 0.000708;
20; 2016-03-01 10:21:30.712 BRT; 0.001848; 0.001616; 0.004800; 0.004708;
21; 2016-03-01 10:22:34.793 BRT; -0.003792; -0.004184; 0.003640; 0.002708;
22; 2016-03-01 10:23:38.847 BRT; -0.003240; -0.003784; -0.001640; -0.003292;
23; 2016-03-01 10:24:42.929 BRT; -0.000600; -0.000984; -0.006040; -0.005292;
24; 2016-03-01 10:25:47.560 BRT; -0.002432; -0.002784; -0.001200; -0.001292;
25; 2016-03-01 10:26:51.143 BRT; -0.000672; -0.000584; -0.002200; -0.002292;
26; 2016-03-01 10:27:55.556 BRT; -0.004168; -0.003784; -0.002520; -0.002292;
27; 2016-03-01 10:28:59.576 BRT; -0.004520; -0.004784; -0.009200; -0.009292;
28; 2016-03-01 10:30:03.608 BRT; -0.001712; -0.002184; 0.001800; 0.001708;
29; 2016-03-01 10:31:07.670 BRT; -0.002544; -0.002984; -0.009520; -0.009292;
30; 2016-03-01 10:32:11.693 BRT; 0.001920; 0.001816; -0.005240; -0.005292;
31; 2016-03-01 10:33:15.940 BRT; 0.000448; -0.000184; 0.001440; 0.001708;
32; 2016-03-01 10:34:20.130 BRT; -0.001760; -0.002184; -0.001960; -0.002292;
33; 2016-03-01 10:35:24.300 BRT; -0.002080; -0.001984; -0.008200; -0.008292;
34; 2016-03-01 10:36:28.185 BRT; -0.001056; -0.000984; -0.006120; -0.006292;
35; 2016-03-01 10:37:32.282 BRT; 0.000016; -0.000184; -0.001800; -0.001292;
36; 2016-03-01 10:38:36.356 BRT; -0.000528; -0.000784; 0.003800; 0.003708;
37; 2016-03-01 10:39:40.404 BRT; -0.000712; -0.000984; -0.001280; -0.001292;
38; 2016-03-01 10:40:44.422 BRT; -0.001856; -0.002384; -0.003240; -0.003292;
39; 2016-03-01 10:41:48.502 BRT; -0.000704; -0.000984; -0.004000; -0.004292;
40; 2016-03-01 10:42:52.577 BRT; -0.004336; -0.004384; -0.000600; -0.000292;
41; 2016-03-01 10:43:56.635 BRT; -0.002800; -0.003384; 0.003080; 0.002708;
42; 2016-03-01 10:45:00.672 BRT; -0.001152; -0.001784; 0.009800; 0.009708;
43; 2016-03-01 10:46:04.750 BRT; 0.001144; 0.001016; -0.002520; -0.002292;
44; 2016-03-01 10:47:08.771 BRT; -0.000272; -0.000584; -0.000760; -0.001292;
45; 2016-03-01 10:48:12.772 BRT; -0.001136; -0.001584; -0.009200; -0.009292;
46; 2016-03-01 10:49:16.795 BRT; -0.000296; -0.000584; -0.005720; -0.005292;
47; 2016-03-01 10:50:20.905 BRT; -0.002992; -0.003384; 0.004920; 0.004708;
48; 2016-03-01 10:51:24.973 BRT; -0.002080; -0.002584; -0.002560; -0.002292;
49; 2016-03-01 10:52:29.166 BRT; -0.000904; -0.001184; -0.009520; -0.008292;
50; 2016-03-01 10:53:33.179 BRT; -0.001848; -0.002384; -0.001200; -0.001292;
51; 2016-03-01 10:54:37.212 BRT; -0.002136; -0.002584; -0.003240; -0.002292;
52; 2016-03-01 10:55:41.300 BRT; 0.000016; -0.000384; -0.005200; -0.004292;
53; 2016-03-01 10:56:45.396 BRT; -0.001776; -0.002184; -0.005080; -0.005292;
54; 2016-03-01 10:57:49.437 BRT; -0.001264; -0.001784; -0.000200; -0.000292;
55; 2016-03-01 10:58:53.537 BRT; -0.002776; -0.003384; 0.001280; 0.000708;
56; 2016-03-01 10:59:57.693 BRT; 0.001160; 0.001016; -0.005080; -0.005292;
57; 2016-03-01 11:01:01.740 BRT; -0.001368; -0.001384; -0.004880; -0.005292;
