00000_00000_00000.ppm 29 30 5 6 24 25 0
00000_00000_00001.ppm 30 30 5 5 25 25 0
00000_00000_00002.ppm 30 30 5 5 25 25 0
00000_00000_00003.ppm 31 31 5 5 26 26 0
00000_00000_00004.ppm 30 32 5 6 25 26 0
00000_00000_00005.ppm 31 31 6 6 26 26 0
00000_00000_00006.ppm 33 34 6 6 28 28 0
00000_00000_00007.ppm 34 35 6 6 29 30 0
00000_00000_00008.ppm 33 34 5 5 28 29 0
00000_00000_00009.ppm 36 36 6 5 30 30 0
00000_00000_00010.ppm 35 36 5 5 30 31 0
00000_00000_00011.ppm 37 38 6 6 32 33 0
00000_00000_00012.ppm 37 38 5 6 32 33 0
00000_00000_00013.ppm 40 39 6 5 35 34 0
00000_00000_00014.ppm 41 42 5 6 36 37 0
00000_00000_00015.ppm 44 44 6 6 39 39 0
00000_00000_00016.ppm 46 44 6 5 41 39 0
00000_00000_00017.ppm 47 48 6 6 42 42 0
00000_00000_00018.ppm 50 48 5 5 45 43 0
00000_00000_00019.ppm 53 51 5 5 48 46 0
00001_00000_00000.ppm 56 57 6 5 51 52 1
00001_00000_00001.ppm 55 57 5 6 50 52 1
00001_00000_00002.ppm 56 56 5 6 51 51 1
00001_00000_00003.ppm 58 58 6 6 53 52 1
00001_00000_00004.ppm 59 59 6 6 54 53 1
00001_00000_00005.ppm 57 59 5 6 52 54 1
00001_00000_00006.ppm 57 59 5 5 52 54 1
00001_00000_00007.ppm 57 59 5 5 52 53 1
00001_00000_00008.ppm 60 60 6 6 54 54 1
00001_00000_00009.ppm 61 61 5 6 55 56 1
00001_00000_00010.ppm 61 62 5 6 56 57 1
00001_00000_00011.ppm 63 62 5 5 57 57 1
00001_00000_00012.ppm 65 65 5 6 59 60 1
00001_00000_00013.ppm 68 68 7 7 62 62 1
00001_00000_00014.ppm 68 69 7 7 62 63 1
00001_00000_00015.ppm 69 70 7 7 63 64 1
00001_00000_00016.ppm 71 72 6 6 65 66 1
00001_00000_00017.ppm 72 74 6 6 66 67 1
00001_00000_00018.ppm 74 74 6 6 68 68 1
00001_00000_00019.ppm 79 80 7 8 72 73 1
00002_00000_00000.ppm 35 30 6 5 30 25 2
00002_00000_00001.ppm 35 31 5 5 30 26 2
00002_00000_00002.ppm 35 31 5 5 30 26 2
00002_00000_00003.ppm 37 33 6 6 32 28 2
00002_00000_00004.ppm 37 33 6 6 32 28 2
00002_00000_00005.ppm 37 33 6 6 32 28 2
